Object ID,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total Population,Total Population - Margin of Error,"White alone, not Hispanic or Latino Population","White alone, not Hispanic or Latino Population - Margin of Error","Black or African American Alone, Not Hispanic or Latino Population","Black or African American Alone, Not Hispanic or Latino Population - Margin of Error","American Indian and Alaska Native Alone, Not Hispanic or Latino Population","American Indian and Alaska Native Alone, Not Hispanic or Latino Population - Margin of Error","Asian Alone, Not Hispanic or Latino Population","Asian Alone, Not Hispanic or Latino Population - Margin of Error","Native Hawaiian and Other Pacific Islander Alone, Not Hispanic or Latino Population","Native Hawaiian and Other Pacific Islander Alone, Not Hispanic or Latino Population - Margin of Error","Some Other Race Alone, Not Hispanic or Latino Population","Some Other Race Alone, Not Hispanic or Latino Population - Margin of Error","Two or More Races, Not Hispanic or Latino Population","Two or More Races, Not Hispanic or Latino Population - Margin of Error",Hispanic or Latino Population,Hispanic or Latino Population - Margin of Error,"Percent of Population that is White alone, not Hispanic or Latino","Percent of Population that is White alone, not Hispanic or Latino - Margin of Error","Percent of Population that is Black or African American Alone, Not Hispanic or Latino","Percent of Population that is Black or African American Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is American Indian and Alaska Native Alone, Not Hispanic or Latino","Percent of Population that is American Indian and Alaska Native Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is Asian Alone, Not Hispanic or Latino","Percent of Population that is Asian Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is Native Hawaiian and Other Pacific Islander Alone, Not Hispanic or Latino","Percent of Population that is Native Hawaiian and Other Pacific Islander Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is Some Other Race Alone, Not Hispanic or Latino","Percent of Population that is Some Other Race Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is Two or More Races, Not Hispanic or Latino","Percent of Population that is Two or More Races, Not Hispanic or Latino - Margin of Error",Percent of Population that is Hispanic or Latino,Percent of Population that is Hispanic or Latino - Margin of Error,Population that is not Hispanic or Latino,Population that is not Hispanic or Latino - Margin of Error,"Two races including some other race, not Hispanic or Latino","Two races including some other race, not Hispanic or Latino - Margin of Error","Two races excluding some other race, and three or more races, not Hispanic or Latino","Two races excluding some other race, and three or more races, not Hispanic or Latino - Margin of Error","White alone, Hispanic or Latino","White alone, Hispanic or Latino - Margin of Error","Black or African American alone, Hispanic or Latino","Black or African American alone, Hispanic or Latino - Margin of Error","American Indian and Alaska Native alone, Hispanic or Latino","American Indian and Alaska Native alone, Hispanic or Latino - Margin of Error","Asian alone, Hispanic or Latino","Asian alone, Hispanic or Latino - Margin of Error","Native Hawaiian and Other Pacific Islander alone, Hispanic or Latino","Native Hawaiian and Other Pacific Islander alone, Hispanic or Latino - Margin of Error","Some other race alone, Hispanic or Latino","Some other race alone, Hispanic or Latino - Margin of Error","Two or more races, Hispanic or Latino","Two or more races, Hispanic or Latino - Margin of Error","Two races including some other race, Hispanic or Latino","Two races including some other race, Hispanic or Latino - Margin of Error","Two races excluding some other race, and three or more races, Hispanic or Latino","Two races excluding some other race, and three or more races, Hispanic or Latino - Margin of Error",Shape__Area,Shape__Length,Place Name,Place FIPS
242,39035171102,2779762,0,Census Tract 1711.02,Ohio,Cuyahoga County,4853,716,547,284,4098,649,0,12,84,100,0,12,0,12,97,89,27,67,11.3,5.6108005167584,84.4,4.86091151073041,0,0.247269730063878,1.7,2.04469557903192,0,0.247269730063878,0,0.247269730063878,2,1.81005259628845,0.6,1.37814700817555,4826,693,0,12,97,89,27,67,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4946524.453125,11204.26231322,Maple Heights city,47306
243,39035171103,1907904,0,Census Tract 1711.03,Ohio,Cuyahoga County,3311,725,689,158,2551,715,0,12,0,12,0,12,0,12,71,69,0,12,20.8,1.41750139110351,77,13.4801263394777,0,0.362428269405014,0,0.362428269405014,0,0.362428269405014,0,0.362428269405014,2.1,2.03037597837995,0,0.362428269405014,3311,725,16,27,55,60,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3395852,9810.14587996181,Maple Heights city,47306
244,39035171104,1599814,0,Census Tract 1711.04,Ohio,Cuyahoga County,4790,1149,337,165,4229,1184,0,12,79,126,0,12,0,12,136,143,9,22,7,3.00294500432904,88.3,12.7466187661635,0,0.250521920668058,1.6,2.60055999181996,0,0.250521920668058,0,0.250521920668058,2.8,2.90666178789547,0.2,0.457073445753013,4781,1147,19,35,117,139,0,12,0,12,0,12,0,12,0,12,0,12,9,22,9,22,0,12,2847485.58984375,7573.50537286551,Maple Heights city,47306
245,39035171203,1814788,810,Census Tract 1712.03,Ohio,Cuyahoga County,3696,1000,1714,987,1820,346,0,12,0,12,0,12,0,12,92,107,70,76,46.4,23.5732998960115,49.2,16.2832406844788,0,0.324675324675325,0,0.324675324675325,0,0.324675324675325,0,0.324675324675325,2.5,2.81559526349384,1.9,1.99140436633421,3626,999,0,12,92,107,10,16,43,75,0,12,0,12,0,12,17,28,0,12,0,12,0,12,3230763.4375,8522.64924025191,Maple Heights city,47306
246,39035171204,1725487,0,Census Tract 1712.04,Ohio,Cuyahoga County,2154,353,459,126,1618,350,0,12,12,17,0,12,0,12,23,30,42,36,21.3,4.69279508387108,75.1,10.6059440244243,0,0.557103064066852,0.6,0.783930801307398,0,0.557103064066852,0,0.557103064066852,1.1,1.38172091764219,1.9,1.64047710749097,2112,354,0,12,23,30,0,12,0,12,0,12,0,12,0,12,0,12,42,36,42,36,0,12,3069964.0546875,7421.19068153488,Maple Heights city,47306
247,39035171205,1788878,0,Census Tract 1712.05,Ohio,Cuyahoga County,2628,427,684,343,1775,317,1,2,0,12,0,12,0,12,19,27,149,150,26,12.3476358816163,67.5,5.00670365578162,0,0.0758519428128015,0,0.45662100456621,0,0.45662100456621,0,0.45662100456621,0.7,1.0206594382848,5.7,5.63293057573697,2479,468,0,12,19,27,21,33,0,12,0,12,0,12,0,12,128,152,0,12,0,12,0,12,3181893.2890625,8518.2689858368,Maple Heights city,47306
248,39035171206,1771507,0,Census Tract 1712.06,Ohio,Cuyahoga County,2041,323,954,151,1001,277,0,12,0,12,0,12,15,23,24,38,47,46,46.7,0.131922763830596,49,11.1333248939178,0,0.587947084762371,0,0.587947084762371,0,0.587947084762371,0.7,1.1208804440689,1.2,1.85250904874809,2.3,2.22413854174713,1994,319,0,12,24,38,9,18,0,12,0,12,0,12,0,12,1,2,37,42,37,42,0,12,3150205.15625,7624.68052446077,Maple Heights city,47306
249,39035172101,1278499,0,Census Tract 1721.01,Ohio,Cuyahoga County,2540,282,1973,304,104,85,0,12,52,54,0,12,0,12,185,183,226,186,77.7,8.29889789144681,4.1,3.31543737052894,0,0.47244094488189,2,2.11379922880742,0,0.47244094488189,0,0.47244094488189,7.3,7.15920111725551,8.9,7.25589854013463,2314,271,11,17,174,182,83,80,2,4,0,12,0,12,0,12,114,163,27,36,27,36,0,12,2282898.9375,6046.11586789038,Mayfield Heights city,48482
250,39035172102,1770896,0,Census Tract 1721.02,Ohio,Cuyahoga County,3638,402,2956,397,302,183,0,12,195,238,0,12,25,30,28,31,132,109,81.3,6.20247198823375,8.3,4.94589259485174,0,0.329851566794942,5.4,6.51518908613534,0,0.329851566794942,0.7,0.821125302064276,0.8,0.847861798007728,3.6,2.96920458418682,3506,404,15,24,13,21,91,96,0,12,0,12,0,12,0,12,4,6,37,41,37,41,0,12,3162166.8828125,7439.13570392588,Mayfield Heights city,48482
251,39035172201,2314272,0,Census Tract 1722.01,Ohio,Cuyahoga County,3968,467,3197,464,277,190,0,12,161,108,0,12,6,9,256,138,71,100,80.6,6.84280834371586,7,4.71729522183762,0,0.30241935483871,4.1,2.67955614839987,0,0.30241935483871,0.2,0.226115288294443,6.5,3.39392296559594,1.8,2.51134744197121,3897,447,0,12,256,138,13,23,0,12,0,12,0,12,0,12,0,12,58,86,58,86,0,12,4131109.48046875,9220.22176024063,Mayfield Heights city,48482
252,39035172202,3845009,24687,Census Tract 1722.02,Ohio,Cuyahoga County,4494,718,2429,380,1223,585,0,12,68,84,0,12,15,23,444,414,315,469,54,12.0859615915352,27.2,12.2697547208081,0,0.267022696929239,1.5,1.85345937424041,0,0.267022696929239,0.3,0.50900765082182,9.9,9.07604179098658,7,10.3758778392297,4179,658,43,50,401,409,294,469,0,12,0,12,0,12,0,12,0,12,21,34,0,12,21,34,6906193.12890625,13213.2568034679,Mayfield Heights city,48482
253,39035173103,3303389,0,Census Tract 1731.03,Ohio,Cuyahoga County,2773,308,2458,299,56,63,5,8,55,65,0,12,0,12,67,64,132,114,88.6,4.39677427964775,2,2.26080776878362,0.2,0.287800234671934,2,2.33365654463282,0,0.432744320230797,0,0.432744320230797,2.4,2.29231420855952,4.8,4.07693038258632,2641,281,15,20,52,55,56,73,0,12,0,12,0,12,0,12,0,12,76,87,76,87,0,12,5871662.67578125,12280.798492898,Middleburg Heights city,49644
254,39035173104,7389704,29356,Census Tract 1731.04,Ohio,Cuyahoga County,4275,302,3547,331,199,113,0,12,61,94,0,12,0,12,51,47,417,322,83,5.05906160112974,4.7,2.62273991135393,0,0.280701754385965,1.4,2.19651868682753,0,0.280701754385965,0,0.280701754385965,1.2,1.09618033027913,9.8,7.50057710864117,3858,298,16,27,35,40,201,210,0,12,0,12,0,12,0,12,0,12,216,138,216,138,0,12,13188786.0625,16435.5224093635,Middleburg Heights city,49644
255,39035173105,1669962,0,Census Tract 1731.05,Ohio,Cuyahoga County,2208,196,1995,200,0,12,0,12,133,95,0,12,0,12,66,45,14,14,90.4,4.20934666252421,0,0.543478260869565,0,0.543478260869565,6,4.26918197547014,0,0.543478260869565,0,0.543478260869565,3,2.02069695432707,0.6,0.631554912220621,2194,193,0,12,66,45,14,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2966544.11328125,7215.4821198879,Middleburg Heights city,49644
256,39035173106,2349595,0,Census Tract 1731.06,Ohio,Cuyahoga County,3946,406,2158,364,121,89,0,12,1128,332,0,12,49,74,142,117,348,242,54.7,7.30963951076181,3.1,2.23327313802021,0,0.304105423213381,28.6,7.8827578061855,0,0.304105423213381,1.2,1.87095949012299,3.6,2.94181950404091,8.8,6.06529476619596,3598,346,16,23,126,117,62,59,12,17,0,12,0,12,0,12,69,52,205,197,205,197,0,12,4174042.72265625,8610.83595585187,Middleburg Heights city,49644
257,39035173107,6170298,0,Census Tract 1731.07,Ohio,Cuyahoga County,2716,342,2409,393,139,114,3,7,36,38,0,12,0,12,48,46,81,66,88.7,9.19973201543475,5.1,4.14758221173293,0.1,0.257356386132275,1.3,1.38912537585425,0,0.441826215022091,0,0.441826215022091,1.8,1.6789831598323,3,2.40085139705771,2635,362,0,12,48,46,27,40,0,12,0,12,0,12,0,12,6,10,48,50,48,50,0,12,10962569.5390625,16873.6671463968,Middleburg Heights city,49644
258,39035174103,5240365,0,Census Tract 1741.03,Ohio,Cuyahoga County,2662,257,2386,249,26,32,0,12,15,19,8,15,0,12,72,63,155,135,89.6,3.55152135078885,1,1.19839961787849,0,0.450788880540947,0.6,0.711672841993554,0.3,0.562738638961367,0,0.450788880540947,2.7,2.35219173773543,5.8,5.04012260792418,2507,264,0,12,72,63,63,77,0,12,0,12,0,12,0,12,12,19,80,96,80,96,0,12,9323872.70703125,18674.6002167323,North Olmsted city,56882
259,39035174104,1936588,0,Census Tract 1741.04,Ohio,Cuyahoga County,2513,374,2282,392,31,45,0,12,67,83,0,12,7,11,76,80,50,37,90.8,7.78984004700394,1.2,1.78125232331309,0,0.477516912057302,2.7,3.27890411561704,0,0.477516912057302,0.3,0.435756329068992,3,3.15146745858638,2,1.44225993969891,2463,376,17,23,59,77,42,27,0,12,0,12,0,12,0,12,8,26,0,12,0,12,0,12,3447422.86328125,8484.18018416548,North Olmsted city,56882
260,39035174105,2560878,0,Census Tract 1741.05,Ohio,Cuyahoga County,3107,363,2671,357,99,156,0,12,49,48,0,12,0,12,153,140,135,170,86,5.58089781811324,3.2,5.00710065032158,0,0.386224654007081,1.6,1.53387146966651,0,0.386224654007081,0,0.386224654007081,4.9,4.4690739262132,4.3,5.44791572872252,2972,363,0,12,153,140,80,90,54,84,0,12,0,12,0,12,0,12,1,1,1,1,0,12,4558871.88671875,8841.25530159605,North Olmsted city,56882
261,39035174106,2023636,0,Census Tract 1741.06,Ohio,Cuyahoga County,2899,343,2358,287,34,49,0,12,38,39,0,12,40,46,137,154,292,207,81.3,2.32249118940745,1.2,1.684532312347,0,0.413935839944809,1.3,1.33632201793072,0,0.413935839944809,1.4,1.57833371358711,4.7,5.28266846807829,10.1,7.04023989376007,2607,320,0,12,137,154,66,60,0,12,0,12,0,12,0,12,0,12,226,201,215,201,11,16,3603177.921875,9536.11165774326,North Olmsted city,56882
262,39035174107,2130721,0,Census Tract 1741.07,Ohio,Cuyahoga County,4010,753,3613,705,0,12,0,12,193,170,0,12,0,12,121,68,83,67,90.1,4.77925960536628,0,0.29925187032419,0,0.29925187032419,4.8,4.14194443444923,0,0.29925187032419,0,0.29925187032419,3,1.5982947864365,2.1,1.62498696577139,3927,757,25,29,96,65,70,65,13,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3794916.78515625,8330.82238260868,North Olmsted city,56882
263,39035174203,3148723,0,Census Tract 1742.03,Ohio,Cuyahoga County,2616,213,2498,235,40,59,0,12,29,39,0,12,0,12,35,28,14,21,95.5,4.49977493472134,1.5,2.25191281648577,0,0.458715596330275,1.1,1.48809075992137,0,0.458715596330275,0,0.458715596330275,1.3,1.06477833283641,0.5,0.801568780581906,2602,214,7,11,28,27,0,12,0,12,0,12,0,12,0,12,0,12,14,21,14,21,0,12,5599717.6484375,13465.308576742,North Olmsted city,56882
264,39035174204,3331564,0,Census Tract 1742.04,Ohio,Cuyahoga County,3676,654,3139,703,3,9,0,12,236,171,0,12,0,12,133,118,165,104,85.4,11.615896050674,0.1,0.244400433601555,0,0.326441784548422,6.4,4.50939024345258,0,0.326441784548422,0,0.326441784548422,3.6,3.14481000194369,4.5,2.71412068529882,3511,654,12,20,121,116,57,70,6,10,0,12,0,12,12,24,0,12,90,65,75,60,15,23,5926626.703125,11122.6963437809,North Olmsted city,56882
265,39035174205,4639849,0,Census Tract 1742.05,Ohio,Cuyahoga County,4746,692,3668,699,103,141,0,12,141,173,0,12,13,20,128,120,693,531,77.3,9.48327243296601,2.2,2.9540227021744,0,0.252844500632111,3,3.61934439689792,0,0.252844500632111,0.3,0.419510645617434,2.7,2.49767779764411,14.6,10.98393336375,4053,667,67,105,61,59,549,519,23,37,0,12,0,12,0,12,94,125,27,35,8,16,19,31,8255546.22265625,13634.2508103481,North Olmsted city,56882
266,39035174206,1519604,0,Census Tract 1742.06,Ohio,Cuyahoga County,2810,675,1776,301,243,289,0,12,110,73,0,12,0,12,121,86,560,451,63.2,18.5806350800812,8.6,10.0727287076082,0,0.427046263345196,3.9,2.4217073498882,0,0.427046263345196,0,0.427046263345196,4.3,2.88040364678799,19.9,15.3192610456657,2250,392,4,6,117,86,60,53,0,12,0,12,0,12,0,12,220,175,280,346,280,346,0,12,2704790.1640625,9662.59046946385,North Olmsted city,56882
267,39035174207,3699770,0,Census Tract 1742.07,Ohio,Cuyahoga County,3205,270,2863,306,120,83,8,12,50,51,0,12,0,12,77,51,87,82,89.3,5.87578225183673,3.7,2.57042312247956,0.2,0.373824020760878,1.6,1.58582707051754,0,0.374414976599064,0,0.374414976599064,2.4,1.57833980044363,2.7,2.54826214882932,3118,272,10,12,67,50,56,68,0,12,0,12,0,12,0,12,31,51,0,12,0,12,0,12,6584781.0703125,14219.6237680609,North Olmsted city,56882
268,39035175105,7097505,7861,Census Tract 1751.05,Ohio,Cuyahoga County,4797,462,4425,467,54,46,0,12,120,88,0,12,0,12,80,78,118,92,92.2,3.98083153692758,1.1,0.952784168303132,0,0.250156347717323,2.5,1.81859040853871,0,0.250156347717323,0,0.250156347717323,1.7,1.61806394711521,2.5,1.90317649928585,4679,468,41,63,39,45,34,42,0,12,0,12,0,12,0,12,35,42,49,62,49,62,0,12,12610589.1875,17511.4654368119,North Royalton city,57008
269,39035175106,3680158,5253,Census Tract 1751.06,Ohio,Cuyahoga County,2682,233,2457,242,71,106,0,12,69,69,0,12,0,12,16,21,69,51,91.6,4.25150901179557,2.6,3.94557735780849,0,0.447427293064877,2.6,2.56297999173295,0,0.447427293064877,0,0.447427293064877,0.6,0.781280634881601,2.6,1.8883852094668,2613,224,0,12,16,21,11,16,30,44,0,12,0,12,0,12,9,14,19,20,19,20,0,12,6544144.65234375,12061.351149099,North Royalton city,57008
270,39035175201,15626751,0,Census Tract 1752.01,Ohio,Cuyahoga County,6277,577,5369,589,54,57,0,17,189,164,0,17,0,17,382,230,283,240,85.5,5.12145050630121,0.9,0.90462722952952,0,0.27083001433806,3,2.59801134367418,0,0.27083001433806,0,0.27083001433806,6.1,3.62121543262983,4.5,3.80095530667398,5994,594,33,53,349,225,39,55,30,46,0,17,0,17,0,17,21,30,193,182,193,182,0,17,27708755.4609375,21694.6433068144,North Royalton city,57008
271,39035175202,12279964,16471,Census Tract 1752.02,Ohio,Cuyahoga County,3225,569,2908,599,38,48,0,12,144,128,0,12,0,12,93,85,42,54,90.2,9.5853471377482,1.2,1.4737817588673,0,0.372093023255814,4.5,3.89002217215722,0,0.372093023255814,0,0.372093023255814,2.9,2.58608468085841,1.3,1.65857808753658,3183,573,0,12,93,85,0,12,0,12,0,12,0,12,0,12,0,12,42,54,42,54,0,12,21802083.5429688,19068.7549984658,North Royalton city,57008
272,39035176100,4301379,0,Census Tract 1761,Ohio,Cuyahoga County,2190,321,1915,322,70,74,0,12,60,65,0,12,24,38,39,30,82,59,87.4,7.20479711844425,3.2,3.346358108052,0,0.547945205479452,2.7,2.94074435003685,0,0.547945205479452,1.1,1.72770872263605,1.8,1.34476423347892,3.7,2.63757010210374,2108,323,20,19,19,21,29,32,0,12,0,12,0,12,0,12,33,41,20,22,20,22,0,12,7645739.8046875,17958.1215444556,Olmsted Falls city,58422
273,39035176200,5416214,0,Census Tract 1762,Ohio,Cuyahoga County,5266,339,4471,364,54,53,0,17,96,113,0,17,0,17,253,183,392,250,84.9,4.23154754975329,1,1.00428927687059,0,0.322825674135967,1.8,2.14262968622592,0,0.322825674135967,0,0.322825674135967,4.8,3.46133295407961,7.4,4.72318874494763,4874,352,16,26,237,183,52,67,56,88,0,17,0,17,0,17,0,17,284,241,284,241,0,17,9621941.41015625,17938.6766186747,Olmsted Falls city,58422
274,39035177101,5001872,19584,Census Tract 1771.01,Ohio,Cuyahoga County,4823,824,3403,638,777,465,0,12,31,55,0,12,0,12,149,146,463,286,70.6,5.44727588089197,16.1,9.24007170107733,0,0.248807795977607,0.6,1.13506945799561,0,0.248807795977607,0,0.248807795977607,3.1,2.98079213239258,9.6,5.69859381470259,4360,710,0,12,149,146,10,18,105,137,0,12,0,12,0,12,29,33,319,249,252,226,67,103,8934323.89453125,13402.5395415806,Parma city,61000
275,39035177103,1975664,18388,Census Tract 1771.03,Ohio,Cuyahoga County,4555,539,3509,593,320,156,0,12,105,118,0,12,18,30,124,104,479,275,77,9.29448743993101,7,3.32238410145053,0,0.26344676180022,2.3,2.5761589859735,0,0.26344676180022,0.4,0.656954814692341,2.7,2.26036664310958,10.5,5.90769075698692,4076,571,10,17,114,102,85,76,0,12,8,14,0,12,0,12,179,176,207,176,194,175,13,20,3548283.2734375,9507.08943731312,Parma city,61000
276,39035177104,1426648,0,Census Tract 1771.04,Ohio,Cuyahoga County,3174,414,2713,406,7,11,0,12,7,12,0,12,0,12,92,94,355,238,85.5,6.27058813304589,0.2,0.345369924315924,0,0.378071833648393,0.2,0.376975873709723,0,0.378071833648393,0,0.378071833648393,2.9,2.9373313221945,11.2,7.3551402713286,2819,458,7,10,85,93,105,107,3,10,0,12,0,12,0,12,144,192,103,112,62,72,41,57,2538646.80859375,9254.12448823687,Parma city,61000
277,39035177201,1117585,0,Census Tract 1772.01,Ohio,Cuyahoga County,3964,598,3173,652,74,67,0,12,59,49,0,12,0,12,344,169,314,211,80,11.1678486495679,1.9,1.66658503928562,0,0.302724520686176,1.5,1.21556115855616,0,0.302724520686176,0,0.302724520686176,8.7,4.05739199345732,7.9,5.18703514962451,3650,611,85,103,259,141,88,99,0,12,6,11,0,12,0,12,0,12,220,190,220,190,0,12,1988381.94921875,7259.48777367513,Parma city,61000
278,39035177202,1171107,0,Census Tract 1772.02,Ohio,Cuyahoga County,3066,432,2501,375,131,127,0,12,65,103,0,12,0,12,177,131,192,147,81.6,4.18262437404596,4.3,4.09822315724691,0,0.391389432485323,2.1,3.34611922706985,0,0.391389432485323,0,0.391389432485323,5.8,4.19452571809541,6.3,4.712630532406,2874,427,0,12,177,131,33,44,0,12,0,12,0,12,0,12,120,129,39,63,0,12,39,63,2084002.23828125,5820.70012115041,Parma city,61000
279,39035177302,1864075,0,Census Tract 1773.02,Ohio,Cuyahoga County,2474,274,2219,253,60,62,0,12,36,38,0,12,0,12,40,44,119,118,89.7,2.42921551330546,2.4,2.49162743420237,0,0.485044462409054,1.5,1.52749612577614,0,0.485044462409054,0,0.485044462409054,1.6,1.76945894798545,4.8,4.73976072305675,2355,262,14,22,26,25,43,51,0,12,0,12,0,12,0,12,48,73,28,33,0,12,28,33,3315602.0078125,7841.34086885888,Parma city,61000
280,39035177303,1621432,0,Census Tract 1773.03,Ohio,Cuyahoga County,4789,533,3930,547,46,45,0,12,179,165,0,12,0,12,94,78,540,187,82.1,6.85887804206762,1,0.933552312732133,0,0.250574232616413,3.7,3.4201897202347,0,0.250574232616413,0,0.250574232616413,2,1.61401557042749,11.3,3.697618964024,4249,522,0,12,94,78,316,207,32,49,0,12,0,12,0,12,28,59,164,102,153,100,11,21,2885530.26171875,8092.58635960499,Parma city,61000
281,39035177304,1640436,7663,Census Tract 1773.04,Ohio,Cuyahoga County,3656,330,2543,313,303,188,0,12,299,236,4,10,0,12,269,208,238,177,69.6,5.82041359621499,8.3,5.08752745807005,0,0.328227571115974,8.2,6.41279387037256,0.1,0.273344639155067,0,0.328227571115974,7.4,5.65038165448965,6.5,4.80556613468775,3418,320,109,120,160,117,27,28,25,41,0,12,0,12,0,12,146,166,40,47,29,45,11,16,2932369.375,8636.40805942928,Parma city,61000
282,39035177403,981750,12834,Census Tract 1774.03,Ohio,Cuyahoga County,2869,261,2635,268,26,43,2,4,5,10,0,12,17,22,27,45,157,124,91.8,4.17711155488918,0.9,1.4965108955148,0.1,0.139277095252004,0.2,0.34819273813001,0,0.418264203555246,0.6,0.764920685832429,0.9,1.56615247409692,5.5,4.29329709269255,2712,251,0,12,27,45,22,38,0,12,0,12,0,12,0,12,135,119,0,12,0,12,0,12,1769128.296875,6115.69843835805,Parma city,61000
283,39035177404,935628,15631,Census Tract 1774.04,Ohio,Cuyahoga County,3003,509,2131,371,39,65,0,12,45,49,0,12,0,12,47,45,741,520,71,2.82101926797684,1.3,2.1532798421902,0,0.3996003996004,1.5,1.61181214770469,0,0.3996003996004,0,0.3996003996004,1.6,1.47483324862964,24.7,16.8033331592446,2262,400,0,12,47,45,53,55,107,155,0,12,0,12,0,12,223,236,358,320,309,304,49,61,1691536.73046875,5400.81381657837,Parma city,61000
284,39035177405,1819181,0,Census Tract 1774.05,Ohio,Cuyahoga County,4818,773,3869,579,77,71,0,12,42,39,0,12,0,12,30,34,800,575,80.3,17.6184999404166,1.6,1.45116152554354,0,0.24906600249066,0.9,0.797290298392895,0,0.24906600249066,0,0.24906600249066,0.6,0.698580034940827,16.6,11.6332821687926,4018,600,0,12,30,34,195,118,0,12,0,12,0,12,0,12,57,69,548,485,548,485,0,12,3235215.6484375,7574.33213508705,Parma city,61000
285,39035177406,1400908,0,Census Tract 1774.06,Ohio,Cuyahoga County,3800,425,3293,340,338,330,0,12,13,22,0,12,0,12,62,54,94,81,86.7,13.1905379916703,8.9,8.62704313773559,0,0.315789473684211,0.3,0.5776816529368,0,0.315789473684211,0,0.315789473684211,1.6,1.40928773300143,2.5,2.11354841889906,3706,427,38,44,24,30,41,65,0,12,0,12,0,12,0,12,21,23,32,29,21,23,11,17,2491982.7421875,7991.16001857026,Parma city,61000
286,39035177501,1745199,0,Census Tract 1775.01,Ohio,Cuyahoga County,4298,505,3803,484,0,12,0,12,33,37,0,12,35,56,238,155,189,108,88.5,4.3272630256845,0,0.27919962773383,0,0.27919962773383,0.8,0.856125533933443,0,0.27919962773383,0.8,1.29941365723914,5.5,3.54715142723767,4.4,2.45910356978023,4109,480,0,12,238,155,100,91,0,12,0,12,0,12,0,12,20,24,69,66,69,66,0,12,3103932.4921875,8231.36571021466,Parma city,61000
287,39035177503,5367100,0,Census Tract 1775.03,Ohio,Cuyahoga County,3363,396,2936,395,21,51,0,12,161,139,0,12,10,16,48,45,187,136,87.3,5.68114610133761,0.6,1.5147194967683,0,0.356824264049955,4.8,4.09459097920446,0,0.356824264049955,0.3,0.474475509132941,1.4,1.32749423735904,5.6,3.99065043198885,3176,403,34,50,14,20,140,129,0,12,0,12,0,12,0,12,24,30,23,25,9,16,14,21,9540121.6796875,16299.463997286,Parma city,61000
288,39035177504,2066639,0,Census Tract 1775.04,Ohio,Cuyahoga County,3767,327,3487,316,15,21,0,12,0,12,0,12,0,12,168,139,97,98,92.6,2.40859131306126,0.4,0.556400135430288,0,0.318555880010619,0,0.318555880010619,0,0.318555880010619,0,0.318555880010619,4.5,3.6695740326372,2.6,2.59191913898753,3670,330,18,28,150,136,89,97,0,12,0,12,0,12,0,12,0,12,8,13,0,12,8,13,3672876.18359375,8737.5475976351,Parma city,61000
289,39035177505,3670778,1993,Census Tract 1775.05,Ohio,Cuyahoga County,4352,388,3885,309,83,64,2,4,141,118,0,12,27,43,185,111,29,43,89.3,10.6655681846052,1.9,1.46072539953541,0,0.0918203991068464,3.2,2.69596725162393,0,0.275735294117647,0.6,0.986502059995694,4.3,2.52223725160588,0.7,0.986263800409351,4323,397,0,12,185,111,29,43,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6524356.53125,11472.2992525552,Parma city,61000
290,39035177604,2244977,6527,Census Tract 1776.04,Ohio,Cuyahoga County,2038,281,1799,201,14,16,0,12,28,24,0,12,0,12,27,23,170,141,88.3,15.6654485095842,0.7,0.779348919711558,0,0.588812561334642,1.4,1.16228912471169,0,0.588812561334642,0,0.588812561334642,1.3,1.11367604930491,8.3,6.82227983302913,1868,199,0,12,27,23,65,55,0,12,0,12,0,12,0,12,36,59,69,71,69,71,0,12,4000670.67578125,9908.20968908065,Parma city,61000
291,39035177605,2464876,0,Census Tract 1776.05,Ohio,Cuyahoga County,2642,499,2396,477,0,12,10,13,17,28,0,12,29,48,86,74,104,75,90.7,5.70757081973295,0,0.454201362604088,0.4,0.486830647493104,0.6,1.05281205107472,0,0.454201362604088,1.1,1.80493825428673,3.3,2.73260126816885,3.9,2.73966969361165,2538,485,23,30,63,71,72,72,0,12,13,20,0,12,0,12,13,20,6,10,6,10,0,12,4378674.39453125,9554.00280559781,Parma city,61000
292,39035177606,3174130,29131,Census Tract 1776.06,Ohio,Cuyahoga County,3457,399,2719,282,164,155,0,12,219,262,0,12,28,52,160,114,167,121,78.7,12.2045091306861,4.7,4.45009789367736,0,0.347121781891814,6.3,7.54347318867827,0,0.347121781891814,0.8,1.5012866832279,4.6,3.2541027037401,4.8,3.45545087359947,3290,399,9,14,151,114,55,46,0,12,0,12,0,12,0,12,42,47,70,74,70,74,0,12,5693072.890625,11691.2972029516,Parma city,61000
